No.,exprs,scores,qlib_exprs
34,"S_log1p(S_log1p(ts_pctchange(Inv((Ref(((30.0*high)-30.0),30)-30.0)),30)))",0.0309437494724988,"(Sign((Sign((((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)) / Ref((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)), 30)) - 1)) * Log(1 + Abs((((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)) / Ref((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)), 30)) - 1))))) * Log(1 + Abs((Sign((((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)) / Ref((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)), 30)) - 1)) * Log(1 + Abs((((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)) / Ref((1 / (Ref(((30.0 * $high) - 30.0), 30) - 30.0)), 30)) - 1)))))))"
35,"(ts_ema(S_log1p((ts_div(Inv(((1.0-close)+1.0)),30)*30.0)),30)/-0.01)",0.0308156795799732,"(EMA((Sign((((1 / ((1.0 - $close) + 1.0)) / Ref((1 / ((1.0 - $close) + 1.0)), 30)) * 30.0)) * Log(1 + Abs((((1 / ((1.0 - $close) + 1.0)) / Ref((1 / ((1.0 - $close) + 1.0)), 30)) * 30.0)))), 30) / -0.01)"
36,((Inv(S_log1p(Inv((((30.0/open)-close)*-2.0))))*-0.5)*(((0.5*volume)+-0.01)-2.0)),0.0307704154402017,(((1 / (Sign((1 / (((30.0 / $open) - $close) * -2.0))) * Log(1 + Abs((1 / (((30.0 / $open) - $close) * -2.0)))))) * -0.5) * (((0.5 * $volume) + -0.01) - 2.0))
37,"ts_min(S_log1p((S_log1p(ts_corr((S_log1p(S_log1p((1.0+(close--1.0))))+10.0),volume,30))/2.0)),30)",0.0307547841221094,"Min((Sign(((Sign(Corr(((Sign((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))) * Log(1 + Abs((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))))) + 10.0), $volume, 30)) * Log(1 + Abs(Corr(((Sign((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))) * Log(1 + Abs((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))))) + 10.0), $volume, 30)))) / 2.0)) * Log(1 + Abs(((Sign(Corr(((Sign((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))) * Log(1 + Abs((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))))) + 10.0), $volume, 30)) * Log(1 + Abs(Corr(((Sign((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))) * Log(1 + Abs((Sign((1.0 + ($close - -1.0))) * Log(1 + Abs((1.0 + ($close - -1.0)))))))) + 10.0), $volume, 30)))) / 2.0)))), 30)"
38,((Inv((30.0/Inv((((open**5.0)*0.5)+10.0))))**5.0)*-0.01),0.0307274777442216,"(Power((1 / (30.0 / (1 / ((Power($open, 5.0) * 0.5) + 10.0)))), 5.0) * -0.01)"
39,"Ref(Inv((S_log1p(S_log1p(Inv(ts_std(S_log1p(Inv((S_log1p((5.0-(close+30.0)))+30.0))),30))))+30.0)),30)",0.0306756198406219,"Ref((1 / ((Sign((Sign((1 / Std((Sign((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))) * Log(1 + Abs((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))))), 30))) * Log(1 + Abs((1 / Std((Sign((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))) * Log(1 + Abs((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))))), 30)))))) * Log(1 + Abs((Sign((1 / Std((Sign((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))) * Log(1 + Abs((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))))), 30))) * Log(1 + Abs((1 / Std((Sign((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))) * Log(1 + Abs((1 / ((Sign((5.0 - ($close + 30.0))) * Log(1 + Abs((5.0 - ($close + 30.0))))) + 30.0))))), 30)))))))) + 30.0)), 30)"
40,"S_log1p(S_log1p(Inv(ts_std(ts_med((S_log1p(((30.0-open)*0.01))/10.0),5),50))))",0.0306509472429752,"(Sign((Sign((1 / Std(Med(((Sign(((30.0 - $open) * 0.01)) * Log(1 + Abs(((30.0 - $open) * 0.01)))) / 10.0), 5), 50))) * Log(1 + Abs((1 / Std(Med(((Sign(((30.0 - $open) * 0.01)) * Log(1 + Abs(((30.0 - $open) * 0.01)))) / 10.0), 5), 50)))))) * Log(1 + Abs((Sign((1 / Std(Med(((Sign(((30.0 - $open) * 0.01)) * Log(1 + Abs(((30.0 - $open) * 0.01)))) / 10.0), 5), 50))) * Log(1 + Abs((1 / Std(Med(((Sign(((30.0 - $open) * 0.01)) * Log(1 + Abs(((30.0 - $open) * 0.01)))) / 10.0), 5), 50))))))))"
41,"Inv(S_log1p((-30.0*ts_sum(((((close+5.0)-10.0)+1.0)/-1.0),50))))",0.0306357890367507,"(1 / (Sign((-30.0 * Sum((((($close + 5.0) - 10.0) + 1.0) / -1.0), 50))) * Log(1 + Abs((-30.0 * Sum((((($close + 5.0) - 10.0) + 1.0) / -1.0), 50))))))"
42,"Ref((5.0-(ts_min(ts_min(ts_mean(S_log1p(S_log1p(ts_pctchange(S_log1p((open*10.0)),10))),20),30),10)-0.01)),20)",0.0306258089840412,"Ref((5.0 - (Min(Min(Mean((Sign((Sign((((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))) / Ref((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))), 10)) - 1)) * Log(1 + Abs((((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))) / Ref((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))), 10)) - 1))))) * Log(1 + Abs((Sign((((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))) / Ref((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))), 10)) - 1)) * Log(1 + Abs((((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))) / Ref((Sign(($open * 10.0)) * Log(1 + Abs(($open * 10.0)))), 10)) - 1))))))), 20), 30), 10) - 0.01)), 20)"
43,"(ts_min(ts_std((30.0/close),10),10)**2.0)",0.030607596039772,"Power(Min(Std((30.0 / $close), 10), 10), 2.0)"
55,"ts_corr(S_log1p(((10.0+ts_div(volume,40))+-1.0)),open,30)",0.0305967032909393,"Corr((Sign(((10.0 + ($volume / Ref($volume, 40))) + -1.0)) * Log(1 + Abs(((10.0 + ($volume / Ref($volume, 40))) + -1.0)))), $open, 30)"
44,"S_log1p(S_log1p(Inv(S_log1p(S_log1p(Ref((S_log1p(S_log1p(S_log1p(Ref((30.0*close),40))))-1.0),40))))))",0.0305949542671442,"(Sign((Sign((1 / (Sign((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))) * Log(1 + Abs((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))))))) * Log(1 + Abs((1 / (Sign((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))) * Log(1 + Abs((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)))))))))))) * Log(1 + Abs((Sign((1 / (Sign((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))) * Log(1 + Abs((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))))))) * Log(1 + Abs((1 / (Sign((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))) * Log(1 + Abs((Sign(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40)) * Log(1 + Abs(Ref(((Sign((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))) * Log(1 + Abs((Sign((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40))))) * Log(1 + Abs((Sign(Ref((30.0 * $close), 40)) * Log(1 + Abs(Ref((30.0 * $close), 40)))))))))) - 1.0), 40))))))))))))))"
45,"S_log1p(((ts_mad(((Inv(Inv(((10.0/ts_mad(open,10))**0.5)))*-30.0)*10.0),30)+5.0)**1.0))",0.0301449541002511,"(Sign(Power((Mad((((1 / (1 / Power((10.0 / Mad($open, 10)), 0.5))) * -30.0) * 10.0), 30) + 5.0), 1.0)) * Log(1 + Abs(Power((Mad((((1 / (1 / Power((10.0 / Mad($open, 10)), 0.5))) * -30.0) * 10.0), 30) + 5.0), 1.0))))"
